pitch_range,avg_pitch,std_pitch,note_density,polyphony_level,vel_mean,vel_var,articulaftion,tempo,highest_note,lowest_note,chromaticism,pc_0,pc_1,pc_2,pc_3,pc_4,pc_5,pc_6,pc_7,pc_8,pc_9,pc_10,pc_11,label
0.13724013285339198,-1.1706235363183564,-0.09801834900783123,-0.6811586382621524,1.6130232331952232,-1.1081274387118856,-0.7643492145996337,1.0559344680784488,-0.7250799411971759,-0.5050791908434262,-0.7788279228074826,0.8735904984605802,0.3514404394047155,0.8053147062127509,-1.1864347726195899,0.7455177899386457,-0.9114031496991218,0.9257668117698709,0.8302852675251445,-1.0974034324265443,0.20566984419129006,-0.7782673715617479,0.8648157703947,-0.5737111329933768,Romantic
1.7937407899771272,1.432385191367989,1.5702016917221768,0.9805337648563139,0.3902891223796396,0.37588648217097165,0.19699273992400715,-0.5270344621912357,-0.5837978745663573,1.314177530140869,-1.321699406596387,1.3441954409568058,-0.6228812255126054,0.5151166740259775,-0.8215939018289933,0.2149371835653646,1.203727059104021,-0.8788172500940074,1.3658232368330583,-0.7815224527491592,0.1787813266034441,-0.10200617931069883,-0.6820298581051041,0.8154775085460478,Romantic
1.1834510741946984,0.25547080314807324,2.2221593656563354,0.5697091056416369,-1.1844963165727023,-0.22922615219972658,1.042409984115394,-0.8380839755735197,-1.0064872766985056,0.46519106034819785,-1.321699406596387,0.23253168255703885,-1.0905056294321613,0.3118713610422266,-1.2358610179727765,0.2950683430626708,0.3758059892023527,-1.0396798138972299,2.732162296919993,-0.4519678429496074,-0.6314531125164272,-0.7825589577502226,-0.08651065587321506,2.4984978265689746,Romantic
1.1834510741946984,-0.46668269786393013,1.188619093167815,0.6108903557345218,-0.2904245834900823,-0.6305542823866295,1.6287958999754693,-0.6314697477819818,-0.6592206849576852,0.7077586231461038,-1.0502636647019348,0.012218853432015904,-1.1981675170973465,0.5612432698804461,-1.0440393737175369,0.28099378343199616,0.5545573251450607,-1.0415101085549163,3.6029961367102263,-1.1504698876267914,-0.15246434420978988,-1.1659749015711305,0.048808664288776324,1.6544108157858068,Romantic
-0.3858653378172612,-1.4425174807916927,-0.2566845850452304,-1.441919058954043,1.8552205770824832,-1.7251047226514078,-1.0964292732832444,4.52324082803723,-2.5996652412796295,-1.2327818792371443,-0.7788279228074826,-0.5112281473063678,-1.3550637784386383,-0.40912363550244435,-0.36178419266999035,0.2320629687159719,-0.40626831882773934,-0.4485850243862719,1.7849529528684402,-1.2980488615778432,1.4357303872314415,-1.327590403686638,2.7159181361360742,-0.4913888431243733,Romantic
0.3987928681887186,-0.3567105981727721,0.6578564121556866,-0.9276736607516333,2.223943757475396,-1.4142734572897964,-0.853660077354989,1.9955493990975128,-1.893498101187429,0.1013397161513388,-0.5073921809130304,-2.171932919058237,-0.5810422224882604,-0.9148077974625415,-0.4540578698978309,3.701524627435033,-1.1112367091647224,-0.8124385638419571,-1.0346469550059447,1.614176224389596,-0.28094751349492336,-1.327590403686638,1.50074119544462,-1.0416483596171815,Romantic
0.5731613584122697,0.4923577221994304,0.27737817387961994,-0.577596299649109,1.3153023875472467,-0.5794694529364955,-0.9247653535036199,0.7531903047503027,0.3169998544913604,1.4354613115398218,0.7140686576120044,0.42513864782138383,0.278066809470848,-0.8179746600659282,0.8358103415636867,-0.037577052804241916,-0.8412488149931122,0.045508955975953294,-0.5547150557932838,1.232075769847769,-0.8751821714386652,0.5525748112316066,0.5878668652034121,-0.6201729852822646,Romantic
1.8809250350889026,0.555659535576246,2.5888782168122693,0.20912866967832103,0.49840489037809466,1.3894396649203045,0.1849592173749997,-0.24559702696923388,0.44241277561411213,1.6780288743377278,-1.0502636647019348,0.7470560794473491,-1.3550637784386383,0.3944292793930537,0.7631962557242318,-0.8632194997704972,0.16350065418434406,-0.581988215725785,1.591829671507182,0.04004542735126018,-0.47631233254492056,-0.4993417041083774,-0.21638449208671956,1.5362797861436481,Romantic
0.5731613584122697,0.39409639527158624,1.3660552063118168,0.19980337460481817,2.6153085490284327,0.18370417373587195,-0.1554472248339733,0.439551461629636,-1.2425226787646309,1.0716099673429629,0.30691504477032616,1.3017374649103155,-0.4272982147994861,-0.2913615703884485,0.7631962557242318,-0.35187725223502697,-0.47386802749018914,0.2800016360064583,-0.2621538295609075,0.7381815780968793,-0.3623495214324221,0.2014841186116892,-0.7926011657549541,1.0613982856087585,Romantic
0.48597711330049415,0.817744817966255,0.5840191028464198,-0.7984171044652545,0.16654028215312658,-0.2706378333858371,0.8395407460969585,0.4535232242082975,0.3040913523630928,1.192893748741916,0.5783507866647783,1.6521391432558226,-0.4444501832028992,-0.45586754963321,0.181002143964367,-0.08355386930791765,-0.04489796747852909,0.5019666098318676,-0.4659881500564898,0.09382342215659507,0.5929269834811678,0.1966656064615895,0.3554742403520915,-0.6671019660380435,Romantic
0.3987928681887186,1.3020218455704151,0.6001018327726004,0.09441722103290835,0.8708787299527214,-1.1188332522082869,-0.6924877249343321,-0.03657248743482739,0.6278589340595511,0.9503261859440099,0.44263291571755226,0.47476115957688925,-0.15988343469173122,0.49069671151478833,-0.7960132619774747,1.4587087778456318,-1.1112367091647224,0.3225578576781121,-1.0346469550059447,0.4507137513192713,0.4094133391161885,-0.5068371674529771,0.9563859143203933,-0.8959914287808505,Romantic
0.48597711330049415,1.3547260718806147,0.541579427929454,-0.7545917980441492,0.21249076636889136,-0.3179681968971318,0.9387638545647957,0.41541998648682027,0.34007788370471964,1.556745092938775,0.9855043995064566,1.6221154958756645,0.17425300549557704,0.6267132768996915,-0.9831432288413365,-0.11728295945889812,-0.7019002244529258,0.32469004997875184,0.056811073848655136,-0.16780021430217387,0.6343655483377754,-0.8774999193004374,0.5034216591327114,0.6357556503367029,Romantic
1.2706353193064739,-1.0151895024895228,0.7005565961205191,0.2126489077229802,-0.2853446304612039,-0.6132787427343079,2.0166602033564938,-0.4712674259598801,-0.6424359467398134,0.7077586231461038,-1.185981535649161,0.7689869196014966,-0.9240745029662688,0.14023324953602492,-0.9447860624277106,0.26767327899608,0.619140248935146,-0.46220521035520107,3.117854727499968,-0.7768267581234435,0.14582101357376412,-1.327590403686638,-0.04797207337368638,0.916775283173133,Romantic
1.7937407899771272,-0.37024597757809263,1.8428943352479685,0.4210614691475126,0.3248141722296498,0.1478370599605374,-0.3579017157988717,-0.3908763282352985,-1.0795249761901404,0.8290424045450568,-1.8645708903852913,1.460756699387126,0.5718936516470318,-0.3435328027795862,0.3833547071196854,-0.4514832037540246,0.4284850471361373,0.43843671036848136,-0.2560126708230609,0.3012379272641079,-0.5096905617410509,0.13190802894644046,-0.6006896710939024,-0.1092002249745563,Romantic
1.1834510741946984,1.362628786734024,0.25500004634687734,0.32115092678955665,2.2445232905771575,-0.3983338412826748,0.6456269962052177,0.23772910920940823,-0.48026696823452175,0.5864748417471508,-1.185981535649161,1.5670768864372437,-0.05941899999996237,1.044168673435054,-0.147147595640013,-0.054458862847246874,0.04736351495431978,-0.025174895352162337,-0.22554437274633896,0.8069834016486211,-0.6039011319426091,-0.599617968070696,0.2388266801111859,-0.5248829006500231,Romantic
